ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"167.71.164.35","elite","AS14061","US","DigitalOcean, LLC","97","DigitalOcean, LLC","46303","socks4","4897","1","2023-07-28T11:07:39.242Z","94","2846","3032"
"208.113.223.114","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","60154","socks5","4901","1","2023-07-28T11:07:35.937Z","100","3076","3080"
"50.96.204.254","elite","AS7029","US","Windstream Communications LLC","111","Windstream Communications LLC","18351","socks4","5003","1","2023-07-28T11:07:30.635Z","100","3067","3075"
"162.255.108.5","elite","AS54755","US","Desert Winds Wireless","173","Desert Winds Wireless Inc","5678","socks4","4813","1","2023-07-28T11:07:22.633Z","100","3113","3121"
"50.47.75.215","elite","AS20055","US","Wholesail networks LLC","147","Ziply Fiber","5678","socks4","4897","1","2023-07-28T11:07:19.842Z","97","3002","3091"
"69.161.21.126","elite","AS7782","US","Alaska Communications Systems Group, Inc.","189","Alaska Communications Systems Group, Inc.","3128","socks4","4093","87","2023-07-28T11:07:19.841Z","100","3047","3053"
"104.251.81.87","elite","AS11325","US","Altus Communications Inc.","79","BraveWay","14778","socks5","4999","1","2023-07-28T11:07:17.244Z","100","3112","3113"
"104.25.234.81","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5004","1","2023-07-28T11:07:08.941Z","100","3021","3022"
"192.154.194.99","elite","AS64200","US","Vivid-hosting LLC","190","Vivid-hosting LLC","9000","socks5","4905","1","2023-07-28T11:07:04.944Z","100","3034","3038"
"172.67.35.15","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2806","1","2023-07-28T11:07:02.547Z","100","3028","3028"
"38.91.107.2","elite","AS63023","US","GTHost","106","Globaltelehost Corp","20892","socks4","4404","1","2023-07-28T11:07:00.140Z","100","3011","3021"
"172.67.150.173","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","2898","1","2023-07-28T11:06:54.542Z","100","3094","3094"
"104.16.107.206","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5000","1","2023-07-28T11:06:54.544Z","100","3111","3113"
"104.255.170.89","elite","AS397373","US","H4Y Technologies LLC","186","H4Y Technologies LLC","51676","socks4","4908","1","2023-07-28T11:06:54.537Z","100","3139","3144"
"157.230.177.47","elite","AS14061","US","DigitalOcean, LLC","95","DigitalOcean, LLC","7497","socks5","4006","1","2023-07-28T11:06:51.813Z","68","2102","3072"
"104.21.194.19","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4996","1","2023-07-28T11:06:43.447Z","100","3013","3013"
"45.77.153.183","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","10284","socks4","4913","1","2023-07-28T11:06:35.439Z","90","2766","3061"
"104.18.251.208","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4101","1","2023-07-28T11:06:35.343Z","100","3016","3017"
"157.245.210.217","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","37864","socks4","4605","1","2023-07-28T11:06:35.442Z","100","3130","3140"
"50.63.26.13","elite","AS398101","US","GoDaddy.com, LLC","192","GoDaddy.com, LLC","53887","socks4","4412","1","2023-07-28T11:06:31.450Z","100","3057","3059"
"104.16.106.65","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5186","1","2023-07-28T11:06:31.541Z","100","3052","3052"
"45.196.150.167","elite","AS7018","US","AT&T Services, Inc.","87","AQUA Networks Limited","5432","socks4","4990","1","2023-07-28T11:06:30.742Z","98","3016","3087"
"75.119.203.166","elite","AS26347","US","New Dream Network, LLC","181","New Dream Network, LLC","32238","socks5","4889","1","2023-07-28T11:06:27.148Z","100","3107","3107"
"104.19.120.84","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4800","1","2023-07-28T11:06:25.237Z","100","3103","3104"
"43.135.154.94","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","186","Tencent Cloud Computing","21127","socks5","3696","1","2023-07-28T11:06:25.147Z","74","2266","3079"
"104.129.199.34","elite","AS22616","US","ZSCALER, INC.","141","Zscaler, Inc.","8800","socks4","5198","1","2023-07-28T11:06:22.534Z","97","3007","3091"
"104.27.26.29","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4705","1","2023-07-28T11:06:20.034Z","100","3108","3108"
"159.223.163.20","elite","AS14061","US","DigitalOcean, LLC","97","DigitalOcean, LLC","44171","socks5","1588","1","2023-07-28T11:06:19.636Z","69","2158","3118"
"104.20.75.132","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2213","1","2023-07-28T11:06:19.638Z","100","3105","3105"
"172.67.36.21","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4787","1","2023-07-28T11:06:14.242Z","100","3135","3135"
"104.18.254.76","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4611","1","2023-07-28T11:06:14.237Z","100","3107","3108"
"192.81.216.55","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","7497","socks5","5004","1","2023-07-28T11:06:14.245Z","89","2746","3076"
"71.163.238.129","elite","AS701","US","Verizon Business","86","Verizon Business","1236","socks4","4706","1","2023-07-28T11:06:09.601Z","100","3011","3014"
"203.30.188.247","elite","AS209242","US","Cloudflare London","80","Umpire Associates LTD","80","socks5","1894","1","2023-07-28T11:06:06.242Z","100","3135","3136"
"75.119.204.158","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","42863","socks5","5002","1","2023-07-28T11:06:02.534Z","100","3117","3121"
"162.255.108.249","elite","AS54755","US","Desert Winds Wireless","152","Desert Winds Wireless Inc","5678","socks4","4804","1","2023-07-28T11:05:59.647Z","100","3090","3096"
"43.153.81.208","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","153","Tencent Cloud Computing","443","socks5","2906","1","2023-07-28T11:05:59.644Z","68","2079","3070"
"79.141.160.2","elite","AS202015","US","HZ Hosting Ltd","98","HZ Na21","48462","socks5","4500","2","2023-07-28T11:05:57.134Z","95","2880","3045"
"162.247.243.29","elite","AS54113","US","Fastly, Inc.","82","New Relic","80","socks4","5017","1","2023-07-28T11:05:48.249Z","96","3005","3115"
"104.20.89.77","elite","AS13335","US","Cloudflare, Inc.","78","Cloudflare, Inc.","80","socks4","4800","1","2023-07-28T11:05:48.339Z","100","3124","3124"
"45.196.144.159","elite","AS7018","US","AT&T Services","100","AQUA Networks Limited","5432","socks4","5096","1","2023-07-28T11:05:45.937Z","98","2927","2996"
"208.113.153.30","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","46293","socks5","1098","1","2023-07-28T11:05:45.935Z","100","3081","3084"
"208.109.39.171","elite","AS398101","US","GoDaddy.com, LLC","135","GoDaddy.com, LLC","58438","socks4","4800","1","2023-07-28T11:05:38.136Z","100","3036","3036"
"38.127.173.36","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","46656","socks4","4889","1","2023-07-28T11:05:35.539Z","100","3030","3032"
"172.67.69.9","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4593","1","2023-07-28T11:05:35.435Z","100","3042","3042"
"203.30.188.224","elite","AS209242","US","Cloudflare London","12","Umpire Associates LTD","80","socks4","4808","1","2023-07-28T11:05:31.443Z","100","3129","3130"
"138.68.236.23","elite","AS14061","US","DigitalOcean, LLC","194","Digital Ocean","3128","socks5","4886","1","2023-07-28T11:05:26.345Z","100","3107","3108"
"198.98.49.82","elite","AS53667","US","FranTech Solutions","73","FranTech Solutions","443","socks5","4413","1","2023-07-28T11:05:26.534Z","100","2992","2995"
"172.67.255.224","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4895","79","2023-07-28T11:05:21.243Z","100","3047","3047"
"172.67.25.204","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4697","1","2023-07-28T11:05:17.304Z","100","3026","3028"
"104.19.233.117","elite","AS13335","US","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks4","4192","1","2023-07-28T11:05:10.035Z","100","3088","3091"
"216.107.129.67","elite","AS61317","US","Ipxo LLC","98","N/A","10180","socks5","4607","1","2023-07-28T11:05:10.036Z","100","3024","3025"
"165.225.32.114","elite","AS22616","US","ZSCALER, INC.","189","Zscaler, Inc","10417","socks5","4805","1","2023-07-28T11:05:09.954Z","97","2967","3067"
"70.32.25.147","elite","AS55293","US","A2 Hosting, Inc.","95","A2 Hosting, Inc.","36546","socks4","4701","1","2023-07-28T11:05:07.335Z","100","3005","3010"
"104.21.31.189","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5099","85","2023-07-28T11:05:04.935Z","100","3055","3055"
"100.36.158.82","elite","AS701","US","Verizon Communications","88","MCI Communications Services, Inc. d/b/a Verizon Business","8888","socks5","4791","1","2023-07-28T11:05:02.250Z","100","3102","3103"
"206.189.237.170","elite","AS14061","US","DigitalOcean, LLC","86","Digital Ocean","80","socks4","4403","1","2023-07-28T11:05:02.245Z","96","2986","3108"
"149.20.253.126","elite","AS18615","US","Mainstream Fiber Networks, LLC","99","Mainstream Fiber Networks, LLC","12551","socks4","4303","1","2023-07-28T11:04:58.840Z","100","3112","3119"
"159.65.243.101","elite","AS14061","US","DigitalOcean, LLC","83","Digital Ocean","54321","socks4","3112","1","2023-07-28T11:04:56.509Z","100","3013","3022"
"50.96.204.50","elite","AS7029","US","Windstream Communications LLC","198","Windstream Communications LLC","18351","socks4","3288","1","2023-07-28T11:04:55.353Z","100","3093","3104"
"172.67.250.212","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4807","1","2023-07-28T11:04:55.349Z","100","3067","3067"
"43.135.161.203","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","182","Tencent Cloud Computing","443","socks4","4500","1","2023-07-28T11:04:52.844Z","68","2092","3082"
"104.200.20.136","elite","AS63949","US","Akamai Technologies, Inc.","190","Linode","35434","socks5","1602","1","2023-07-28T11:04:50.746Z","100","2974","2976"
"75.119.207.141","elite","AS26347","US","New Dream Network, LLC","152","New Dream Network, LLC","61438","socks5","5096","1","2023-07-28T11:04:50.641Z","100","3085","3087"
"104.16.105.15","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3910","1","2023-07-28T11:04:46.041Z","100","3124","3125"
"192.169.219.79","elite","AS26496","US","GoDaddy.com, LLC","135","GoDaddy.com, LLC","7356","socks4","3795","1","2023-07-28T11:04:46.037Z","100","3106","3117"
"38.127.173.15","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks4","4395","1","2023-07-28T11:04:42.639Z","100","3075","3079"
"149.28.100.114","elite","AS20473","US","The Constant Company","104","Vultr Holdings, LLC","37683","socks5","4897","1","2023-07-28T11:04:39.638Z","52","1572","3014"
"5.161.100.145","elite","AS213230","US","Hetzner Online GmbH","80","HETZNER-DC","1080","socks5","3999","1","2023-07-28T11:04:39.737Z","84","2544","3038"
"104.27.122.6","elite","AS13335","US","Cloudflare, Inc.","91","Cloudflare, Inc.","80","socks4","3803","1","2023-07-28T11:04:39.639Z","100","3028","3029"
"72.52.131.65","elite","AS32244","US","Liquid Web, L.L.C","102","SourceDNS","80","socks5","1409","1","2023-07-28T11:04:32.145Z","95","2933","3075"
"65.169.38.73","elite","AS20081","US","NET2ATLANTA.COM LLC","195","Sprint","26592","socks4","4786","1","2023-07-28T11:04:32.137Z","73","2194","3015"
"104.17.50.45","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4907","1","2023-07-28T11:04:29.534Z","100","3052","3053"
"143.244.184.250","elite","AS14061","US","DigitalOcean, LLC","191","DigitalOcean, LLC","37237","socks4","3496","1","2023-07-28T11:04:25.743Z","100","3106","3107"
"38.127.179.126","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","46656","socks5","4391","1","2023-07-28T11:04:23.140Z","100","3051","3052"
"75.111.123.167","elite","AS19108","US","Suddenlink Communications","137","Suddenlink Communications","1888","socks5","4112","1","2023-07-28T11:04:20.337Z","25","2402","9651"
"23.94.47.24","elite","AS36352","US","ColoCrossing","98","RackNerd LLC","32129","socks4","4605","2","2023-07-28T11:04:17.654Z","92","2746","2997"
"104.36.7.201","elite","AS55077","US","Light Speed Technologies LLC","104","Light Speed Technologies LLC","1337","socks4","4106","1","2023-07-28T11:04:14.948Z","100","3046","3047"
"206.189.200.62","elite","AS14061","US","DigitalOcean, LLC","86","Digital Ocean","13110","socks4","3310","1","2023-07-28T11:04:14.947Z","100","3096","3107"
"104.17.62.87","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4796","1","2023-07-28T11:04:14.945Z","100","3035","3035"
"107.173.209.7","elite","AS36352","US","ColoCrossing","89","Hudson Valley Host","80","socks4","4618","1","2023-07-28T11:04:13.849Z","100","3095","3096"
"104.17.197.90","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","2057","socks5","2893","1","2023-07-28T11:04:12.347Z","100","2983","2983"
"38.127.172.95","elite","AS174","US","Cogent Communications","100","Torlandia Trading SRL","46656","socks5","4816","1","2023-07-28T11:04:12.448Z","100","3048","3050"
"104.16.109.207","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4609","81","2023-07-28T11:04:09.646Z","100","3024","3024"
"38.127.173.40","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","46656","socks4","3509","1","2023-07-28T11:04:07.135Z","100","3041","3042"
"72.167.55.195","elite","AS26496","US","GoDaddy.com, LLC","185","GoDaddy.com, LLC","28426","socks4","4808","1","2023-07-28T11:04:07.050Z","100","3027","3027"
"143.198.69.18","elite","AS14061","US","DigitalOcean, LLC","150","DigitalOcean, LLC","12345","socks5","4205","1","2023-07-28T11:04:01.334Z","97","2992","3094"
"98.111.251.101","elite","AS701","US","Verizon Business","91","Verizon Business","1585","socks4","5005","1","2023-07-28T11:03:58.235Z","100","2984","2997"
"192.169.249.16","elite","AS26496","US","GoDaddy.com, LLC","186","GoDaddy.com, LLC","8362","socks4","4688","2","2023-07-28T11:03:58.154Z","98","3034","3090"
"149.20.253.102","elite","AS18615","US","Mainstream Fiber Networks, LLC","99","Mainstream Fiber Networks, LLC","12551","socks4","4499","1","2023-07-28T11:03:50.049Z","100","3091","3097"
"47.254.90.85","elite","AS45102","US","Alibaba.com LLC","183","ALICLOUD-US","40392","socks4","4494","1","2023-07-28T11:03:49.951Z","80","2402","2986"
"75.119.204.206","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","30795","socks5","4900","1","2023-07-28T11:03:49.950Z","100","3076","3077"
"75.119.202.247","elite","AS26347","US","New Dream Network, LLC","182","New Dream Network, LLC","52186","socks5","4793","1","2023-07-28T11:03:49.946Z","100","3099","3100"
"38.127.179.16","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","55994","socks5","1406","1","2023-07-28T11:03:47.050Z","100","3039","3042"
"35.190.107.16","elite","AS15169","US","Google LLC","2","Google LLC","30000","socks4","5010","1","2023-07-28T11:03:42.500Z","100","3043","3043"
"75.119.206.91","elite","AS26347","US","New Dream Network, LLC","154","New Dream Network, LLC","32524","socks5","3897","1","2023-07-28T11:03:42.442Z","100","3123","3124"
"45.196.151.62","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks5","4814","1","2023-07-28T11:03:41.644Z","98","2964","3035"
"157.245.140.55","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","35965","socks5","3602","1","2023-07-28T11:03:41.647Z","100","3062","3064"
"38.127.179.230","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","46656","socks4","4784","84","2023-07-28T11:03:41.838Z","100","3057","3058"
"104.255.170.66","elite","AS397373","US","H4Y Technologies LLC","197","N/A","50109","socks5","4711","1","2023-07-28T11:03:41.835Z","100","3068","3071"
"67.197.244.98","elite","AS14615","US","Comporium, Inc","106","Comporium, Inc","17557","socks4","4816","1","2023-07-28T11:03:38.942Z","100","3033","3048"
"172.67.181.103","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5101","2","2023-07-28T11:03:32.130Z","100","3007","3008"
"104.16.230.163","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3104","1","2023-07-28T11:03:32.127Z","100","3117","3118"
"107.180.88.195","elite","AS26496","US","GoDaddy.com, LLC","79","GoDaddy.com, LLC","12469","socks5","1211","1","2023-07-28T11:03:25.740Z","100","2993","3008"
"23.225.129.130","elite","AS132839","US","POWER LINE (HK) CO., LIMITED","195","CloudRadium L.L.C","39877","socks5","4296","1","2023-07-28T11:03:22.237Z","98","3032","3089"
"172.81.40.235","elite","AS35913","US","DediPath","192","DediPath","50917","socks4","5091","1","2023-07-28T11:03:19.546Z","100","3066","3072"
"70.60.230.8","elite","AS11426","US","Spectrum","184","Fastlink Communications Inc","34116","socks4","4415","1","2023-07-28T11:03:19.547Z","100","3117","3123"
"216.105.130.33","elite","AS20081","US","NET2ATLANTA.COM LLC","102","NET2ATLANTA.COM LLC","39593","socks4","4784","1","2023-07-28T11:03:16.949Z","100","3095","3104"
"208.113.220.98","elite","AS26347","US","New Dream Network, LLC","84","New Dream Network, LLC","36869","socks5","4898","1","2023-07-28T11:03:16.847Z","100","3046","3051"
"198.199.109.36","elite","AS14061","US","DigitalOcean, LLC","200","DigitalOcean, LLC","31049","socks5","4300","1","2023-07-28T11:03:14.145Z","100","3023","3024"
"142.93.52.63","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","8080","socks4","4784","1","2023-07-28T11:03:11.537Z","99","3002","3043"
"154.29.227.162","elite","AS46261","US","QuickPacket, LLC","79","Aventice LLC","8081","socks4","4998","1","2023-07-28T11:03:08.643Z","98","2997","3060"
"162.216.204.146","elite","AS55142","US","Newbreak Management Co. LLC","183","Newbreak Management Co. LLC","1080","socks4","5096","82","2023-07-28T11:03:03.347Z","92","2850","3113"
"137.184.142.37","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","443","socks4","4591","1","2023-07-28T11:03:01.301Z","96","2918","3041"
"199.188.93.163","elite","AS64200","US","Vivid-hosting LLC","145","Vivid-hosting LLC","9000","socks5","4611","1","2023-07-28T11:03:01.303Z","100","3072","3075"
"104.129.192.34","elite","AS22616","US","ZSCALER, INC.","156","Zscaler, Inc.","8800","socks4","4805","1","2023-07-28T11:03:01.299Z","98","3090","3139"
"45.79.193.124","elite","AS63949","US","Akamai Technologies, Inc.","100","Linode","7158","socks5","4714","1","2023-07-28T11:03:00.941Z","97","3001","3107"
"104.16.213.202","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3903","1","2023-07-28T11:03:00.842Z","100","3008","3008"
"38.127.173.250","elite","AS174","US","Cogent Communications","99","Torlandia Trading SRL","55994","socks4","4495","1","2023-07-28T11:02:48.833Z","100","3025","3026"
"149.20.253.52","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4588","1","2023-07-28T11:02:43.635Z","100","3101","3107"
"104.19.109.209","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4510","1","2023-07-28T11:02:40.508Z","100","3045","3045"
"71.167.151.15","elite","AS701","US","Verizon Business","87","Verizon Business","8080","socks5","4114","1","2023-07-28T11:02:38.343Z","100","2996","3000"
"50.47.75.219","elite","AS20055","US","Wholesail networks LLC","148","Ziply Fiber","5678","socks4","4810","1","2023-07-28T11:02:35.546Z","97","3022","3106"
"71.61.1.80","elite","AS7016","US","Comcast Cable Communications","100","Comcast Cable Communications Holdings, Inc","29951","socks4","3802","1","2023-07-28T11:02:27.845Z","100","3109","3112"
"136.49.189.2","elite","AS16591","US","Google Fiber Inc.","186","Google Fiber Inc","8080","socks4","4298","82","2023-07-28T11:02:27.843Z","100","3099","3100"
"23.225.129.132","elite","AS132839","US","POWER LINE (HK) CO., LIMITED","187","CloudRadium L.L.C","39877","socks4","4602","1","2023-07-28T11:02:25.139Z","98","3026","3078"
"172.64.86.217","elite","AS13335","US","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks5","3087","1","2023-07-28T11:02:21.637Z","100","3111","3111"
"45.76.79.7","elite","AS20473","US","The Constant Company","143","Vultr Holdings, LLC","7497","socks5","4607","1","2023-07-28T11:02:21.636Z","33","1033","3125"
"104.25.115.125","elite","AS13335","US","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks4","4304","1","2023-07-28T11:02:16.246Z","100","3060","3062"
"45.196.151.59","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks4","4900","86","2023-07-28T11:02:16.240Z","97","2963","3046"
"76.185.16.94","elite","AS11427","US","Charter Communications","119","Spectrum","54079","socks4","5010","2","2023-07-28T11:02:13.447Z","99","3020","3044"
"104.20.192.14","elite","AS13335","US","Cloudflare, Inc.","3","Cloudflare, Inc.","13335","socks5","3905","1","2023-07-28T11:02:10.840Z","100","3067","3067"
"64.124.145.1","elite","AS6461","US","Zayo Bandwidth","114","D&P Digital Forensics LLC","1080","socks4","4906","1","2023-07-28T11:02:05.250Z","100","3069","3075"
"141.98.235.233","elite","AS52000","US","MIRholding B.V.","85","PE Viktor Tyurin","5555","socks4","1292","1","2023-07-28T11:02:02.551Z","85","2668","3125"
"204.57.112.5","elite","AS22403","US","Trinicom Communications","106","Level 3","80","socks5","4492","1","2023-07-28T11:02:02.448Z","100","3066","3066"
"43.153.80.144","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks4","5084","1","2023-07-28T11:02:02.449Z","44","1355","3067"
"192.3.54.198","elite","AS36352","US","ColoCrossing","97","RackNerd LLC","3128","socks4","5005","1","2023-07-28T11:02:02.552Z","100","3112","3112"
"104.25.244.70","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4105","1","2023-07-28T11:01:57.547Z","100","3009","3010"
"104.21.80.83","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4001","1","2023-07-28T11:01:57.446Z","100","3042","3042"
"104.20.198.49","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4704","1","2023-07-28T11:01:57.450Z","100","3050","3050"
"104.16.72.45","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4900","1","2023-07-28T11:01:47.542Z","100","2983","2983"
"167.172.23.19","elite","AS14061","US","DigitalOcean, LLC","79","DigitalOcean, LLC","64065","socks5","3397","1","2023-07-28T11:01:44.743Z","99","3096","3112"
"63.239.150.226","elite","AS209","US","CenturyLink Communications","125","DEN VENTURE PARTNERS","5678","socks4","5086","1","2023-07-28T11:01:44.645Z","100","2983","2983"
"159.203.105.85","elite","AS14061","US","DigitalOcean, LLC","79","Digital Ocean","7497","socks5","4798","1","2023-07-28T11:01:39.446Z","94","2850","3041"
"67.213.212.13","elite","AS32780","US","Hosting Services, Inc.","94","Hosting Services, Inc.","50690","socks4","4406","1","2023-07-28T11:01:34.438Z","100","9512","9519"
"34.117.70.177","elite","AS396982","US","Google LLC","3","Google Cloud","80","socks4","4701","1","2023-07-28T11:01:34.437Z","100","2987","2987"
"45.196.151.97","elite","AS7018","US","AT&T Services","82","AQUA Networks Limited","5432","socks5","4801","1","2023-07-28T11:01:26.048Z","98","2994","3062"
"67.168.245.6","elite","AS33490","US","Comcast Cable Communications, LLC","194","Comcast Cable Communications, IP Services","48331","socks4","4697","1","2023-07-28T11:01:23.243Z","95","2873","3031"
"38.127.173.41","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks5","4720","1","2023-07-28T11:01:23.343Z","100","2996","2997"
"64.90.50.79","elite","AS26347","US","New Dream Network, LLC","199","New Dream Network, LLC","64862","socks5","4088","1","2023-07-28T11:01:23.240Z","100","3129","3129"
"104.129.206.65","elite","AS22616","US","ZSCALER, INC.","91","Zscaler, Inc.","8800","socks4","5094","82","2023-07-28T11:01:19.838Z","97","3026","3132"
"75.119.203.210","elite","AS26347","US","New Dream Network, LLC","184","New Dream Network, LLC","32524","socks4","4610","1","2023-07-28T11:01:09.335Z","100","3111","3112"
"72.209.45.119","elite","AS22773","US","Cox Communications Inc.","96","Cox Communications","3128","socks4","4988","82","2023-07-28T11:01:09.242Z","100","3097","3101"
"149.28.122.98","elite","AS20473","US","The Constant Company","96","Vultr Holdings, LLC","46560","socks5","3909","1","2023-07-28T11:01:09.239Z","84","2479","2966"
"38.127.173.84","elite","AS174","US","Cogent Communications","80","Torlandia Trading SRL","11537","socks4","5088","1","2023-07-28T11:01:08.441Z","100","3040","3046"
"104.19.138.4","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4898","1","2023-07-28T11:01:08.342Z","100","3050","3050"
"178.254.168.130","elite","AS205570","US","Turkcell Internet","51","Turkcell Iletisim Hizmetleri","8730","socks4","4194","1","2023-07-28T11:01:08.344Z","80","2390","3004"
"149.20.253.58","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","5106","1","2023-07-28T11:01:07.139Z","100","3112","3118"
"209.141.33.219","elite","AS53667","US","FranTech Solutions","133","FranTech Solutions","9092","socks5","3603","1","2023-07-28T11:01:07.134Z","100","3078","3088"
"172.67.206.105","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3606","1","2023-07-28T11:00:25.437Z","100","3027","3029"
